"CP_X.x","CP_Station.Name.x","CP_Org.Name.x","CP_Address.1.x","CP_City.x","CP_State.x","CP_Postal.Code","CP_County","CP_Country","CP_No..of.Ports.x","CP_Station.Activation.Type.x","CP_Customer.Category.x","CP_addresses","CP_lon.x","CP_lat.x","CP_X.y","CP_Station.Name.y","CP_Org.Name.y","CP_Address.1.y","CP_City.y","CP_State.y","CP_No..of.Ports.y","CP_Station.Activation.Type.y","CP_Customer.Category.y","CP_lon.y","CP_lat.y","commonaddress","EV_X","EV_Station.ID","EV_Station.name","EV_Location","EV_Island","EV_Address","EV_City","EV_State","EV_Zip.Code","EV_Latitude","EV_Longitude","EV_Contact.Name","EV_Charge.Fee","EV_Park.Fee","EV_Parking.Lot","EV_Hours","EV_Ports","EV_Restrictions","EV_Number.of.Stations","EV_Charge.Fees","EV_Manufacturers","EV_Charging.Levels","EV_Date.Initially.Added","EV_NewLat","EV_NewLong"
55,"NAVFAC / BLDG 166 INDOOR","NAVFAC","Bldg 166 South Ave","Pearl Harbor","Hawaii",96860,"Honolulu County","United States",1,"Public","Government (Fed, State)","Bldg 166 South Ave,Pearl Harbor,Hawaii",NA,NA,55,"NAVFAC / BLDG 166 INDOOR","NAVFAC","Bldg 166 South Ave","Pearl Harbor","Hawaii",1,"Public","Government (Fed, State)",-157.97621,21.3518051,"BLDG166SOUTHAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"MAUI ELECTRIC / MECO 002","MECO","W Kamehameha Ave","Kahului","Hawaii",96732,"Maui County","United States",2,"Public","Workplace","W Kamehameha Ave,Kahului,Hawaii",NA,NA,57,"MAUI ELECTRIC / MECO 002","MECO","W Kamehameha Ave","Kahului","Hawaii",2,"Public","Workplace",-156.4694056,20.8875471,"WKAMEHAMEHAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"KUALA / STATION 2","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",96782,"Honolulu County","United States",1,"Public","Workplace","1260 Kuala St,Pearl City,Hawaii",NA,NA,59,"KUALA / STATION 2","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",1,"Public","Workplace",-157.9704538,21.4025671,"1260KUALASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"KUALA / STATION 2","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",96782,"Honolulu County","United States",1,"Public","Workplace","1260 Kuala St,Pearl City,Hawaii",NA,NA,60,"KUALA / STATION 1","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",1,"Public","Workplace",-157.9704538,21.4025671,"1260KUALASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"KUALA / STATION 1","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",96782,"Honolulu County","United States",1,"Public","Workplace","1260 Kuala St,Pearl City,Hawaii",NA,NA,59,"KUALA / STATION 2","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",1,"Public","Workplace",-157.9704538,21.4025671,"1260KUALASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"KUALA / STATION 1","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",96782,"Honolulu County","United States",1,"Public","Workplace","1260 Kuala St,Pearl City,Hawaii",NA,NA,60,"KUALA / STATION 1","Hickam Federal Credit Union","1260 Kuala St","Pearl City","Hawaii",1,"Public","Workplace",-157.9704538,21.4025671,"1260KUALASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"KS OFFICE EV / KS OFFICE EV","Kihei Shores Condominiums","2776 Kauhale St","Kihei","Hawaii",96753,"Maui County","United States",2,"Public","Multifamily Commercial","2776 Kauhale St,Kihei,Hawaii",NA,NA,61,"KS OFFICE EV / KS OFFICE EV","Kihei Shores Condominiums","2776 Kauhale St","Kihei","Hawaii",2,"Public","Multifamily Commercial",-156.4399609,20.7109729,"2776KAUHALESTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"KP ANNEX / KP ANNEX","Kamehameha Schools","768 South St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Workplace","768 South St,Honolulu,Hawaii",NA,NA,62,"KP ANNEX / KP ANNEX","Kamehameha Schools","768 South St","Honolulu","Hawaii",2,"Public","Workplace",-157.857308,21.303002,"768SOUTHSTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"KO'OLINA BC / MOANA","Marriott Ko","92-159 Waipahe Pl","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Hospitality","92-159 Waipahe Pl,Kapolei,Hawaii",NA,NA,64,"KO'OLINA BC / MOANA","Marriott Ko","92-159 Waipahe Pl","Kapolei","Hawaii",2,"Public","Hospitality",-158.1193169,21.3317483,"92159WAIPAHEPLACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"KEAUHOUPLACE / 7TH FLOOR","AOUO of Keauhou Place","570 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","570 Halekauwila St,Honolulu,Hawaii",NA,NA,66,"KEAUHOUPLACE / 7TH FLOOR","AOUO of Keauhou Place","570 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.860015,21.302344,"570HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"KEAUHOUPLACE / 6TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","619-629 Halekauwila St,Honolulu,Hawaii",NA,NA,67,"KEAUHOUPLACE / 6TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8595303,21.3015437,"619629HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"KEAUHOUPLACE / 6TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","619-629 Halekauwila St,Honolulu,Hawaii",NA,NA,68,"KEAUHOUPLACE / 5TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8595303,21.3015437,"619629HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"KEAUHOUPLACE / 5TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","619-629 Halekauwila St,Honolulu,Hawaii",NA,NA,67,"KEAUHOUPLACE / 6TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8595303,21.3015437,"619629HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"KEAUHOUPLACE / 5TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","619-629 Halekauwila St,Honolulu,Hawaii",NA,NA,68,"KEAUHOUPLACE / 5TH FLOOR","AOUO of Keauhou Place","619-629 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8595303,21.3015437,"619629HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"KEAUHOUPLACE / 4TH FLOOR","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","601-617 Halekauwila St,Honolulu,Hawaii",NA,NA,69,"KEAUHOUPLACE / 4TH FLOOR","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8598408,21.301889,"601617HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"KEAUHOUPLACE / 4TH FLOOR","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Multifamily Commercial","601-617 Halekauwila St,Honolulu,Hawaii",NA,NA,71,"KEAUHOUPLACE / 2ND FLOOR AOUO","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.8598408,21.301889,"601617HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"KEAUHOUPLACE / 2ND KEAUHOU L","AOUO of Keauhou Place","598 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Multifamily Commercial","598 Halekauwila St,Honolulu,Hawaii",NA,NA,70,"KEAUHOUPLACE / 2ND KEAUHOU L","AOUO of Keauhou Place","598 Halekauwila St","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.859826,21.3021299,"598HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"KEAUHOUPLACE / 2ND FLOOR AOUO","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Multifamily Commercial","601-617 Halekauwila St,Honolulu,Hawaii",NA,NA,69,"KEAUHOUPLACE / 4TH FLOOR","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",2,"Public","Multifamily Commercial",-157.8598408,21.301889,"601617HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"KEAUHOUPLACE / 2ND FLOOR AOUO","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",96813,"Honolulu County","United States",1,"Public","Multifamily Commercial","601-617 Halekauwila St,Honolulu,Hawaii",NA,NA,71,"KEAUHOUPLACE / 2ND FLOOR AOUO","AOUO of Keauhou Place","601-617 Halekauwila St","Honolulu","Hawaii",1,"Public","Multifamily Commercial",-157.8598408,21.301889,"601617HALEKAUWILASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,76,"KAPOLEILOFTS / BLOCK 3A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,77,"KAPOLEILOFTS / BLOCK 2B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"KAPOLEILOFTS / BLOCK 4B","Kapolei Lofts","Kapolei Pkwy","Kapolei","Hawaii",96707,NA,"United States",2,"Public","Multifamily Commercial","Kapolei Pkwy,Kapolei,Hawaii",NA,NA,73,"KAPOLEILOFTS / BLOCK 4B","Kapolei Lofts","Kapolei Pkwy","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0699902,21.3300591,"KAPOLEIPARKWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,76,"KAPOLEILOFTS / BLOCK 3A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,77,"KAPOLEILOFTS / BLOCK 2B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,76,"KAPOLEILOFTS / BLOCK 3A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,77,"KAPOLEILOFTS / BLOCK 2B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
